,City,Country,Date,Max Temp,Humidity,Cloudiness,Wind Speed,Latitude,Longitude
270,Yangjiang,CN,1603627200,74.17,75,100,9.53,21.85,111.9667
271,Vardø,NO,1603627200,39.6,78,100,16.64,70.3705,31.1107
272,Arivonimamo,MG,1603627200,79.57,24,21,8.14,-19.0167,47.1833
273,Faya,SA,1603627200,76.08,18,10,11.05,18.3851,42.4509
274,Hirado,JP,1603627200,62.83,65,77,6.6,33.3597,129.5531
275,Guozhen,CN,1603627200,67.69,47,72,0.74,34.3659,107.359
276,Muzhi,RU,1603627200,21.58,97,100,9.08,65.3667,64.6667
277,Emerald,AU,1603627200,75.72,45,10,10.94,-23.5333,148.1667
278,Ferkessédougou,CI,1603627200,94.75,48,13,1.36,9.6,-5.2
279,Son La,VN,1603627200,68.72,72,55,2.84,21.3167,103.9
280,Frontera,MX,1603627200,64.04,74,0,1.01,26.9333,-101.45
281,Kabo,CF,1603627200,90.99,55,98,4.32,7.6994,18.629
282,Vallenar,CL,1603627200,64.09,64,0,2.91,-28.5708,-70.7581
283,Santo Antônio do Içá,BR,1603627200,78.22,88,100,2.59,-3.1022,-67.9397
284,Lālmohan,BD,1603627200,83.16,72,33,4.65,22.3384,90.7419
285,Itarema,BR,1603627200,85.24,65,94,15.84,-2.9248,-39.9167
286,Kawalu,ID,1603627200,75.58,89,100,1.81,-7.3817,108.2082
287,Sungai Penuh,ID,1603627200,68.81,92,100,2.17,-2.0833,101.3833
288,Marawi,PH,1603627200,73.53,92,100,7.92,7.9986,124.2928
289,Kushmurun,KZ,1603627200,51.39,82,100,11.27,52.4503,64.6311
290,Primero de Enero,CU,1603627200,75.33,96,100,1.9,21.9469,-78.4283
291,Kutum,SD,1603627200,85.3,19,12,7.63,14.2,24.6667
292,Namatanai,PG,1603627200,79.79,82,71,8.03,-3.6667,152.4333
293,Aras,ES,1603627200,61.63,53,59,4.94,42.5617,-2.356
294,Nanortalik,GL,1603627200,32.81,93,100,23.09,60.1432,-45.2371
295,Ayan,RU,1603627200,31.48,89,89,19.3,56.45,138.1667
296,Hambantota,LK,1603627200,87.71,63,68,19.69,6.1241,81.1185
297,Maracaçumé,BR,1603627200,86.36,78,86,5.08,-2.0428,-45.9592
298,Krasnogvardeyskiy,RU,1603627200,39.69,81,55,5.53,57.3793,62.3195
299,Pacific Grove,US,1603627200,57.99,92,94,6.06,36.6177,-121.9166
300,Nynäshamn,SE,1603627200,52.9,91,100,21.81,58.9034,17.9479
301,Talara,PE,1603627200,65.93,77,94,9.4,-4.5772,-81.2719
302,Praia da Vitória,PT,1603627200,65.53,64,40,12.1,38.7333,-27.0667
303,Palamós,ES,1603627200,67.87,51,32,12.46,41.8484,3.1291
304,Goderich,CA,1603627200,38.39,80,99,7.31,43.7501,-81.7165
305,Fasa,IR,1603627200,79.07,13,0,1.1,28.9383,53.6482
306,Ridgecrest,US,1603627200,51.8,66,0,4.56,35.6225,-117.6709
307,Vuktyl,RU,1603627200,26.94,98,100,7.61,63.8567,57.3094
308,Maumere,ID,1603627200,82.56,76,98,6.49,-8.6199,122.2111
309,Salalah,OM,1603627200,86.38,30,0,7.31,17.0151,54.0924
310,Corinth,GR,1603627200,75.13,46,89,8.46,37.9407,22.9573
311,Salto del Guairá,PY,1603627200,81.59,73,0,5.06,-24.0625,-54.3069
312,Westport,US,1603627200,44.64,69,49,9.37,41.1415,-73.3579
313,Puerto Escondido,MX,1603627200,77.25,73,63,5.3,15.85,-97.0667
314,Guiratinga,BR,1603627200,79.07,79,51,5.59,-16.3494,-53.7583
315,Kismayo,SO,1603627200,84.88,64,84,14.83,-0.3582,42.5454
316,Punta Cardon,VE,1603627200,82.71,78,98,21.05,11.6581,-70.215
317,Stromness,GB,1603627200,50.2,76,24,23.42,58.965,-3.296
318,Makakilo City,US,1603627200,75.94,86,1,2.66,21.3469,-158.0858
319,Starkville,US,1603627200,50.72,94,46,4.83,33.4504,-88.8184
320,Nagato,JP,1603627200,59.63,57,26,3.8,34.3833,131.2
321,Datong,CN,1603627200,59.2,46,22,5.66,40.0936,113.2914
322,Maceió,BR,1603627200,82.0,78,42,10.69,-9.6658,-35.7353
323,Kalmunai,LK,1603627200,85.28,68,100,12.39,7.4167,81.8167
324,Comodoro Rivadavia,AR,1603627200,54.34,51,10,29.84,-45.8667,-67.5
325,Philadelphia,US,1603627200,48.72,56,95,7.02,39.9523,-75.1638
326,São Domingos,BR,1603627200,72.36,84,100,1.9,-13.3983,-46.3183
327,Yambio,SS,1603627200,84.65,72,100,4.03,4.5721,28.3955
328,Fare,PF,1603627200,80.01,70,28,2.28,-16.7,-151.0167
329,Itapirapuã,BR,1603627200,76.73,81,100,5.73,-15.8233,-50.6133
330,Sola,VU,1603627200,80.01,83,42,17.22,-13.8833,167.55
331,Salisbury,GB,1603627200,54.0,79,94,16.33,51.0693,-1.7957
332,Cidreira,BR,1603627200,71.24,86,88,20.49,-30.1811,-50.2056
333,Colares,PT,1603627200,63.95,86,80,18.48,38.7992,-9.4469
334,Micheweni,TZ,1603627200,84.72,63,39,6.85,-4.9667,39.8333
335,Laguna,US,1603627200,50.9,90,3,1.86,38.421,-121.4238
336,Ambanja,MG,1603627200,90.1,49,10,8.55,-13.6833,48.45
337,Tripoli,LY,1603627200,74.95,61,70,9.13,32.8752,13.1875
338,Rawson,AR,1603627200,59.77,34,83,25.48,-43.3002,-65.1023
339,Aykhal,RU,1603627200,0.01,80,0,3.4,66.0,111.5
340,Lorengau,PG,1603627200,83.03,71,26,6.11,-2.0226,147.2712
341,Kudat,MY,1603627200,82.44,79,68,12.37,6.8837,116.8477
342,Collierville,US,1603627200,51.42,87,64,4.21,35.042,-89.6645
343,Khovd,MN,1603627200,32.88,68,9,2.59,48.0056,91.6419
344,Abhayāpuri,IN,1603627200,81.36,77,12,4.03,26.3333,90.6667
345,Wilmington,US,1603627200,70.0,92,95,2.1,34.2257,-77.9447
346,Santa Isabel,BR,1603627200,73.15,82,23,3.4,-23.3156,-46.2214
347,Belyy Yar,RU,1603627200,29.79,61,12,5.12,53.6039,91.3903
348,Chapais,CA,1603627200,19.38,95,61,5.5,49.7834,-74.8492
349,Taltal,CL,1603627200,60.73,68,90,1.88,-25.4,-70.4833
350,Sarh,TD,1603627200,95.2,48,40,3.04,9.1429,18.3923
351,Grand-Lahou,CI,1603627200,81.82,76,65,9.06,5.1367,-5.0242
352,Prince Rupert,CA,1603627200,36.88,71,94,5.59,54.3161,-130.3201
353,Vila Franca do Campo,PT,1603627200,65.98,68,33,7.76,37.7167,-25.4333
354,Nome,US,1603627200,36.68,92,95,6.82,64.5011,-165.4064
355,Gazojak,TM,1603627200,66.33,27,6,10.33,41.1875,61.4036
356,Brasília,BR,1603627200,71.55,79,81,11.99,-15.7797,-47.9297
357,Margate,GB,1603627200,55.78,76,66,22.82,51.3813,1.3862
358,Omaha,US,1603627200,31.84,80,95,10.36,41.2586,-95.9378
359,Boulder,US,1603627200,13.24,91,95,3.29,40.0833,-105.3505
360,Kichera,RU,1603627200,35.28,83,100,1.99,55.9375,110.0997
361,Andenes,NO,1603627200,42.4,68,6,19.77,69.3143,16.1194
362,Jijiga,ET,1603627200,82.08,14,0,13.29,9.35,42.8
363,Adrar,MR,1603627200,95.95,11,97,7.34,20.5022,-10.0711
364,Iralaya,HN,1603627200,78.46,86,100,4.45,15.0,-83.2333
365,Samsun Province,TR,1603627200,79.14,44,0,3.62,41.25,36.3333
366,Motygino,RU,1603627200,27.18,92,87,5.41,58.1831,94.7592
367,Quatre Cocos,MU,1603627200,76.03,67,80,15.5,-20.2078,57.7625
368,Kaa-Khem,RU,1603627200,27.12,67,0,0.69,51.6833,94.7333
369,Clarence Town,AU,1603627200,56.21,98,95,4.12,-32.5833,151.7833
370,Ucluelet,CA,1603627200,37.76,83,4,6.71,48.9329,-125.5528
371,São Filipe,CV,1603627200,83.66,65,100,13.51,14.8961,-24.4956
372,Umm Hājar,TD,1603627200,95.85,13,15,9.86,13.2954,19.6966
373,Magnitka,RU,1603627200,39.96,90,100,4.63,55.3475,59.6961
374,San Fernando del Valle de Catamarca,AR,1603627200,82.17,61,0,1.63,-28.4696,-65.7852
375,Ketchikan,US,1603627200,37.13,72,49,4.12,55.3422,-131.6461
376,Trofors,NO,1603627200,36.99,88,100,9.1,65.5333,13.4063
377,Awjilah,LY,1603627200,79.9,38,0,7.94,29.1081,21.2869
378,Ürümqi,CN,1603627200,48.09,49,0,6.17,43.801,87.6005
379,Qasigiannguit,GL,1603627200,7.9,74,2,3.67,68.8193,-51.1922
380,Changli,CN,1603627200,58.19,38,3,4.36,39.7042,119.1506
381,Guaporé,BR,1603627200,74.79,73,6,2.62,-28.8456,-51.8903
382,Lüderitz,NA,1603627200,81.0,34,90,27.85,-26.6481,15.1594
383,Esperance,AU,1603627200,64.51,51,0,23.06,-33.8667,121.9
384,Amzya,RU,1603627200,44.47,78,100,0.76,56.2354,54.3868
385,Olafsvik,IS,1603627200,42.28,81,100,32.23,64.8945,-23.7142
386,Sambava,MG,1603627200,79.79,63,15,12.95,-14.2667,50.1667
387,Ponta do Sol,PT,1603627200,70.0,56,20,5.12,32.6667,-17.1
388,Bemidji,US,1603627200,19.33,88,87,4.92,47.4736,-94.8803
389,Wahiawā,US,1603627200,71.69,94,3,2.04,21.5028,-158.0236
390,Kungurtug,RU,1603627200,20.21,79,54,3.4,50.5994,97.5228
391,Bambous Virieux,MU,1603627200,76.06,67,81,15.01,-20.3428,57.7575
392,Srednekolymsk,RU,1603627200,16.79,95,95,2.44,67.45,153.6833
393,Baraya,CO,1603627200,73.11,72,32,0.72,3.1533,-75.0531
394,Rio Grande,BR,1603627200,70.66,88,73,15.3,-32.035,-52.0986
395,Matara,LK,1603627200,84.74,68,93,10.4,5.9485,80.5353
396,San Antonio,US,1603627200,58.3,86,38,3.96,29.4241,-98.4936
397,Kavieng,PG,1603627200,82.89,76,32,9.75,-2.5744,150.7967
398,Thinadhoo,MV,1603627200,83.71,75,6,10.02,0.5333,72.9333
399,Talnakh,RU,1603627200,9.16,89,69,7.67,69.4865,88.3972
400,Valparaíso,CL,1603627200,55.58,76,76,9.64,-33.0393,-71.6273
401,Shimoda,JP,1603627200,60.69,60,4,5.26,34.6667,138.95
402,Lukovetskiy,RU,1603627200,33.06,92,82,6.35,64.2956,41.9211
403,Manokwari,ID,1603627200,81.72,73,91,1.5,-0.8667,134.0833
404,Umiray,PH,1603627200,81.09,83,100,18.7,15.2206,121.4111
405,Grand Island,US,1603627200,26.85,86,95,10.13,40.925,-98.342
406,Atambua,ID,1603627200,79.56,79,82,3.38,-9.1061,124.8925
407,Qax,AZ,1603627200,73.74,44,0,3.38,41.4225,46.9242
408,Tigil',RU,1603627200,37.56,79,100,16.22,57.8,158.6667
409,Pozo Colorado,PY,1603627200,88.92,62,2,8.77,-23.4923,-58.7972
410,Bājna,IN,1603627200,88.9,13,0,5.37,27.9,77.6833
411,Huejuquilla el Alto,MX,1603627200,57.29,68,1,1.9,22.6,-103.8667
412,Teknāf,BD,1603627200,82.09,80,100,0.58,20.8624,92.3058
413,Saint-Louis,SN,1603627200,102.42,19,29,8.97,16.3333,-15.0
414,Peranamallūr,IN,1603627200,87.01,59,85,5.66,12.5667,79.4333
415,Cockburn Town,TC,1603627200,83.55,78,88,21.23,21.4612,-71.1419
416,Dingle,PH,1603627200,75.42,95,100,10.07,10.9995,122.6711
417,Grove City,US,1603627200,44.35,68,91,10.65,39.8815,-83.093
418,Severnyy,RU,1603627200,57.34,56,23,9.33,50.677,36.5532
419,Khorramshahr,IR,1603627200,96.46,12,0,2.48,30.4397,48.1664
420,Shambu,ET,1603627200,66.87,54,0,4.09,9.5667,37.1
421,Adolfo López Mateos,MX,1603627200,46.22,66,0,3.11,28.4667,-107.3
422,Dunedin,NZ,1603627200,48.58,90,100,9.04,-45.8742,170.5036
423,Tadine,NC,1603627200,72.39,82,12,12.46,-21.55,167.8833
424,Tuatapere,NZ,1603627200,45.79,93,100,5.26,-46.1333,167.6833
425,Healesville,AU,1603627200,47.35,72,57,6.44,-37.65,145.5167
426,‘Ewa Beach,US,1603627200,77.56,84,1,2.93,21.3156,-158.0072
427,Alindao,CF,1603627200,82.2,83,96,3.87,5.0267,21.2088
428,Tierra Colorada,MX,1603627200,71.13,57,85,4.7,17.1667,-99.5833
429,Boshnyakovo,RU,1603627200,42.35,91,71,13.06,49.6333,142.1667
430,La Santisima Trinidad,BO,1603627200,83.34,69,55,7.47,-14.8333,-64.9
431,Kavaratti,IN,1603627200,82.26,70,14,6.11,10.5669,72.642
432,Ormara,PK,1603627200,81.61,46,0,14.74,25.2088,64.6357
433,Nantucket,US,1603627200,51.84,77,87,20.54,41.2835,-70.0995
434,Waingapu,ID,1603627200,82.98,72,89,1.39,-9.6567,120.2641
435,Hasaki,JP,1603627200,65.19,69,10,9.35,35.7333,140.8333
436,Osorno,CL,1603627200,46.33,91,22,2.42,-40.5667,-73.15
437,Zelenogorskiy,RU,1603627200,28.81,77,49,6.4,55.0333,87.0
438,Fernández,AR,1603627200,84.7,63,0,13.58,-27.9204,-63.8935
439,Ginda,IN,1603627200,70.86,42,10,2.91,30.6945,78.4932
440,Yangi Marg`ilon,UZ,1603627200,59.77,33,0,3.36,40.4272,71.7189
441,Nioro,GM,1603627200,95.95,51,0,2.66,13.35,-15.75
442,Kumluca,TR,1603627200,83.44,33,0,6.98,36.3703,30.2869
443,Mareeba,AU,1603627200,73.65,82,51,2.84,-17.0,145.4333
444,Sukabumi,ID,1603627200,77.83,84,100,3.22,-6.9181,106.9267
445,Walvis Bay,NA,1603627200,69.35,69,75,13.78,-22.9575,14.5053
446,Kahului,US,1603627200,78.78,73,7,3.6,20.8947,-156.47
447,Naze,JP,1603627200,67.62,67,38,9.22,28.3667,129.4833
448,Xam Nua,LA,1603627200,67.05,73,85,1.77,20.4197,104.0439
449,Omboué,GA,1603627200,81.3,74,91,9.48,-1.5746,9.2618
450,Laas,IT,1603627200,56.03,61,42,5.26,46.6166,10.7002
451,Kasaoka,JP,1603627200,60.19,62,9,5.99,34.5,133.5
452,Fairbanks,US,1603627200,25.0,88,74,2.01,64.8378,-147.7164
453,Saint-Joseph,RE,1603627200,71.78,72,67,12.3,-21.3667,55.6167
454,Sinjār,IQ,1603627200,86.02,12,100,4.54,36.3209,41.8754
455,Ugoofaaru,MV,1603627200,82.51,76,97,16.78,5.6667,73.0
456,Mayumba,GA,1603627200,79.72,81,60,11.43,-3.432,10.6554
457,Tiarei,PF,1603627200,78.35,79,70,6.04,-17.5333,-149.3333
458,Katherine,AU,1603627200,85.78,55,56,12.86,-14.4667,132.2667
459,Zalesovo,RU,1603627200,32.56,79,98,12.57,53.9939,84.7431
460,Ostrovnoy,RU,1603627200,31.14,93,47,12.33,68.0531,39.5131
461,Calvinia,ZA,1603627200,81.52,16,45,13.22,-31.4707,19.776
462,Kaniama,CD,1603627200,85.82,60,96,2.44,-7.5667,24.1833
463,Rexburg,US,1603627200,13.46,62,94,19.24,43.826,-111.7897
464,Kloulklubed,PW,1603627200,83.5,74,95,6.13,7.0419,134.2556
465,Floriano,BR,1603627200,88.54,66,76,4.25,-6.7669,-43.0225
466,Virginia Beach,US,1603627200,63.12,78,95,17.16,36.8529,-75.978
467,Tilichiki,RU,1603627200,29.7,98,43,5.75,60.4667,166.1
468,Taoudenni,ML,1603627200,100.94,12,12,14.58,22.6783,-3.9836
469,Aklavik,CA,1603627200,22.35,81,85,6.06,68.2191,-135.0107
470,Karakol,KG,1603627200,43.7,56,100,0.18,42.4907,78.3936
471,Omsukchan,RU,1603627200,26.74,95,100,7.34,62.5333,155.8
472,Puerto del Rosario,ES,1603627200,72.55,62,40,16.64,28.5004,-13.8627
473,Sīrjān,IR,1603627200,74.08,16,0,7.47,29.452,55.6814
474,Klaksvík,FO,1603627200,49.01,82,98,19.73,62.2266,-6.589
475,Soe,ID,1603627200,72.27,91,76,2.04,-9.8607,124.284
476,Vredendal,ZA,1603627200,78.87,39,39,15.61,-31.6683,18.5012
477,Pontianak,ID,1603627200,81.72,77,99,3.0,-0.0333,109.3333
478,Harsīn,IR,1603627200,79.97,10,0,7.07,34.2721,47.5861
479,Chicama,PE,1603627200,64.42,78,91,3.51,-7.8447,-79.1469
480,Coyhaique,CL,1603627200,41.14,82,87,9.17,-45.5752,-72.0662
481,Kendari,ID,1603627200,81.66,76,5,3.04,-3.945,122.4989
482,Antofagasta,CL,1603627200,60.4,76,95,8.55,-23.65,-70.4
483,Ciudad del Carmen,MX,1603627200,79.5,83,96,6.58,18.6333,-91.8333
484,Bondoukou,CI,1603627200,90.18,66,24,1.99,8.0333,-2.8
485,Aksu,CN,1603627200,58.96,29,100,4.81,41.1231,80.2644
486,Preiļi,LV,1603627200,51.75,84,59,6.8,56.2944,26.7246
487,Lianzhou,CN,1603627200,72.57,61,91,1.21,24.7811,112.3825
488,Mocuba,MZ,1603627200,95.97,28,15,4.97,-16.8392,36.9856
489,Prince George,CA,1603627200,14.52,88,17,4.92,53.9166,-122.753
490,Berlevåg,NO,1603627200,38.48,81,93,14.41,70.8578,29.0864
491,Tateyama,JP,1603627200,63.34,54,0,3.51,34.9833,139.8667
492,Santo Tomas,PH,1603627200,77.34,93,95,5.95,14.1079,121.1414
493,Dolton,US,1603627200,42.91,66,93,8.77,41.6389,-87.6073
494,Aitape,PG,1603627200,81.48,75,100,1.97,-3.1374,142.3475
495,Richards Bay,ZA,1603627200,84.78,53,1,10.11,-28.783,32.0377
496,Mugur-Aksy,RU,1603627200,20.61,69,3,5.3,50.35,90.5
497,Paidha,UG,1603627200,75.97,72,82,7.09,2.4167,30.9855
498,Hengyang,CN,1603627200,68.31,62,58,2.1,26.8881,112.615
499,Hołoby,UA,1603627200,57.79,69,100,6.6,51.0865,25.0077
500,Lasem,ID,1603627200,84.29,72,92,2.13,-6.6922,111.4527
501,Fort Payne,US,1603627200,61.92,94,87,4.7,34.4442,-85.7197
502,Oktyabr'skoye,RU,1603627200,73.45,22,33,3.47,43.0645,44.7417
503,Novikovo,RU,1603627200,57.47,60,37,11.59,51.1537,37.8879
504,Verkhnyaya Inta,RU,1603627200,22.08,92,100,12.03,65.9811,60.3094
505,Verāval,IN,1603627200,86.97,49,0,5.06,20.9,70.3667
506,North Platte,US,1603627200,24.21,95,95,13.6,41.1239,-100.7654
507,Koumac,NC,1603627200,76.1,77,35,4.99,-20.5667,164.2833
508,Trairi,BR,1603627200,85.73,66,88,13.51,-3.2778,-39.2689
509,Mattru,SL,1603627200,86.63,72,96,2.17,7.6244,-11.8332
510,Tayoltita,MX,1603627200,66.83,63,3,4.99,24.0833,-105.9333
511,Flin Flon,CA,1603627200,19.51,94,84,7.23,54.7682,-101.865
512,Gostovići,BA,1603627200,56.43,88,74,2.42,44.415,18.1583
513,Senanga,ZM,1603627200,102.52,9,0,10.07,-16.1167,23.2667
514,Letnik,RU,1603627200,71.13,54,87,9.75,46.011,41.2657
515,Ustupo,PA,1603627200,77.38,85,92,5.88,9.1333,-77.9333
516,Łobez,PL,1603627200,61.0,73,42,15.86,53.6392,15.6213
517,Matelândia,BR,1603627200,82.22,63,0,3.96,-25.2408,-53.9964
518,Pascagoula,US,1603627200,62.74,92,82,6.46,30.3658,-88.5561
519,Guerrero Negro,MX,1603627200,65.57,84,63,10.4,27.9769,-114.0611
520,Marsaxlokk,MT,1603627200,71.2,62,24,17.47,35.8419,14.5431
521,Tanout,NE,1603627200,91.18,12,12,13.85,14.9709,8.8879
522,Kiruna,SE,1603627200,28.17,99,91,3.22,67.8557,20.2251
523,Santa Cruz del Sur,CU,1603627200,77.54,87,100,7.67,20.7147,-77.9956
524,Ilhéus,BR,1603627200,78.87,84,52,8.48,-14.7889,-39.0494
525,Nārāyanganj,BD,1603627200,86.27,63,40,2.46,23.6233,90.5011
526,Hamilton,US,1603627200,45.99,72,92,8.72,39.1834,-84.5333
527,Bay Roberts,CA,1603627200,52.41,96,100,12.8,47.5999,-53.2648
528,Leh,IN,1603627200,39.63,50,93,4.07,34.1667,77.5833
529,Los Llanos de Aridane,ES,1603627200,68.5,66,62,14.18,28.6585,-17.9182
530,Alta Floresta,BR,1603627200,80.73,84,96,2.35,-9.8756,-56.0861
531,Sirte,LY,1603627200,75.67,60,0,8.66,31.2089,16.5887
532,Sioux Lookout,CA,1603627200,21.74,81,87,4.0,50.1001,-91.917
533,Masumbwe,TZ,1603627200,87.44,35,35,5.44,-3.6333,32.1833
534,Husavik,IS,1603627200,40.91,89,87,15.05,66.0449,-17.3389
535,Mananara,MG,1603627200,80.04,62,6,8.75,-16.1667,49.7667
536,Cruzeiro,BR,1603627200,76.23,81,80,0.74,-22.5761,-44.9628
537,Robe,AU,1603627200,50.45,66,15,20.89,-37.1833,139.75
538,Najrān,SA,1603627200,85.55,12,0,13.09,17.4924,44.1277
539,Ahipara,NZ,1603627200,57.88,91,3,3.89,-35.1667,173.1667
540,Kamenka,RU,1603627200,51.31,75,81,18.34,51.3223,42.7678
